Point Number,Code,Date,Time,Solution,Physical Station ID,Virtual Station ID,Northing,Easting,Ell Ht,Elev,Ant Ht,HRMS,VRMS,HDOP,VDOP,PDOP,GDOP,TDOP,GPS,GLONASS,GALILEO,BEIDOU,SBAS,QZSS
78,,2019-05-24,09:21:22,FIXED,0,4095,6687768.394,394444.814,42.525,25.029,1.684,0.014,0.030,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
79,,2019-05-24,09:21:22,FIXED,0,4095,6687768.395,394444.814,42.524,25.029,1.684,0.014,0.030,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
80,,2019-05-24,09:21:22,FIXED,0,4095,6687768.395,394444.814,42.526,25.030,1.684,0.014,0.030,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
81,,2019-05-24,09:21:22,FIXED,0,4095,6687768.395,394444.814,42.525,25.030,1.684,0.014,0.030,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
82,,2019-05-24,09:21:22,FIXED,0,4095,6687768.395,394444.815,42.527,25.031,1.684,0.014,0.031,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
83,,2019-05-24,09:21:22,FIXED,0,4095,6687768.396,394444.815,42.542,25.047,1.684,0.014,0.030,0.512,1.049,1.167,1.348,,9,7,7,5,0,0
84,,2019-05-24,09:21:22,FIXED,0,4095,6687768.396,394444.816,42.542,25.047,1.684,0.014,0.030,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
85,,2019-05-24,09:21:22,FIXED,0,4095,6687768.397,394444.815,42.544,25.048,1.684,0.014,0.030,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
86,,2019-05-24,09:21:30,FIXED,0,4095,6687768.395,394444.815,42.543,25.048,1.684,0.014,0.029,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
87,,2019-05-24,09:21:31,FIXED,0,4095,6687768.393,394444.816,42.542,25.047,1.684,0.013,0.029,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
88,,2019-05-24,09:21:32,FIXED,0,4095,6687768.398,394444.816,42.548,25.053,1.684,0.013,0.029,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
89,,2019-05-24,09:21:33,FIXED,0,4095,6687768.397,394444.817,42.548,25.053,1.684,0.013,0.029,0.512,1.049,1.167,1.348,,9,7,7,4,0,0
90,,2019-05-24,09:21:34,FIXED,0,4095,6687768.395,394444.816,42.546,25.051,1.684,0.014,0.029,0.512,1.049,1.167,1.348,,9,7,7,3,0,0
91,,2019-05-24,09:21:35,FIXED,0,4095,6687768.397,394444.819,42.547,25.051,1.684,0.013,0.029,0.512,1.049,1.167,1.348,,9,7,7,5,0,0
92,,2019-05-24,09:21:36,FIXED,0,4095,6687768.397,394444.818,42.545,25.049,1.684,0.014,0.030,0.512,1.049,1.167,1.347,,9,7,7,5,0,0
93,,2019-05-24,09:21:37,FIXED,0,4095,6687768.395,394444.818,42.534,25.038,1.684,0.014,0.030,0.512,1.049,1.167,1.347,,9,7,7,5,0,0
94,,2019-05-24,09:21:38,FIXED,0,4095,6687768.396,394444.817,42.538,25.042,1.684,0.014,0.030,0.512,1.049,1.167,1.347,,9,7,7,5,0,0
95,,2019-05-24,09:21:39,FIXED,0,4095,6687768.397,394444.818,42.551,25.056,1.684,0.014,0.030,0.512,1.049,1.167,1.347,,9,7,7,5,0,0
96,,2019-05-24,09:21:40,FIXED,0,4095,6687768.393,394444.819,42.539,25.044,1.684,0.014,0.030,0.512,1.048,1.167,1.347,,9,7,7,5,0,0
97,,2019-05-24,09:21:41,FIXED,0,4095,6687768.396,394444.821,42.548,25.053,1.684,0.014,0.030,0.512,1.048,1.167,1.347,,9,7,7,5,0,0
98,,2019-05-24,09:21:42,FIXED,0,4095,6687768.395,394444.819,42.547,25.051,1.684,0.014,0.030,0.512,1.048,1.167,1.347,,9,7,7,4,0,0
99,,2019-05-24,09:21:43,FIXED,0,4095,6687768.396,394444.821,42.550,25.054,1.684,0.014,0.030,0.512,1.048,1.167,1.347,,9,7,7,4,0,0
100,,2019-05-24,09:21:44,FIXED,0,4095,6687768.393,394444.820,42.546,25.051,1.684,0.014,0.031,0.517,1.052,1.172,1.360,,9,7,7,4,0,0
101,,2019-05-24,09:21:45,FIXED,0,4095,6687768.392,394444.820,42.552,25.057,1.684,0.014,0.031,0.517,1.052,1.172,1.360,,9,7,7,4,0,0
102,,2019-05-24,09:21:46,FIXED,0,4095,6687768.392,394444.821,42.556,25.061,1.684,0.014,0.031,0.512,1.048,1.167,1.347,,9,7,7,4,0,0
103,,2019-05-24,09:21:47,FIXED,0,4095,6687768.393,394444.819,42.553,25.058,1.684,0.014,0.031,0.512,1.048,1.167,1.347,,9,7,7,4,0,0
104,,2019-05-24,09:21:48,FIXED,0,4095,6687768.393,394444.818,42.548,25.053,1.684,0.014,0.031,0.512,1.048,1.167,1.347,,9,7,7,4,0,0
105,,2019-05-24,09:21:49,FIXED,0,4095,6687768.392,394444.819,42.557,25.062,1.684,0.014,0.032,0.512,1.048,1.167,1.347,,9,7,7,3,0,0
106,,2019-05-24,09:21:50,FIXED,0,4095,6687768.393,394444.818,42.550,25.055,1.684,0.015,0.032,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
107,,2019-05-24,09:21:51,FIXED,0,4095,6687768.393,394444.819,42.554,25.059,1.684,0.015,0.032,0.512,1.048,1.166,1.347,,9,7,7,3,0,0
108,,2019-05-24,09:21:52,FIXED,0,4095,6687768.393,394444.818,42.550,25.055,1.684,0.015,0.032,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
109,,2019-05-24,09:21:53,FIXED,0,4095,6687768.397,394444.818,42.555,25.060,1.684,0.015,0.032,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
110,,2019-05-24,09:21:54,FIXED,0,4095,6687768.399,394444.816,42.555,25.060,1.684,0.015,0.033,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
111,,2019-05-24,09:21:55,FIXED,0,4095,6687768.397,394444.820,42.555,25.059,1.684,0.015,0.032,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
112,,2019-05-24,09:21:56,FIXED,0,4095,6687768.397,394444.820,42.558,25.063,1.684,0.015,0.033,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
113,,2019-05-24,09:21:57,FIXED,0,4095,6687768.395,394444.820,42.548,25.053,1.684,0.015,0.033,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
114,,2019-05-24,09:21:58,FIXED,0,4095,6687768.395,394444.819,42.553,25.058,1.684,0.015,0.033,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
115,,2019-05-24,09:21:59,FIXED,0,4095,6687768.398,394444.819,42.554,25.058,1.684,0.015,0.033,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
116,,2019-05-24,09:22:00,FIXED,0,4095,6687768.395,394444.818,42.552,25.057,1.684,0.015,0.033,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
117,,2019-05-24,09:22:01,FIXED,0,4095,6687768.396,394444.820,42.558,25.062,1.684,0.015,0.033,0.512,1.048,1.166,1.347,,9,7,7,4,0,0
118,,2019-05-24,09:22:02,FIXED,0,4095,6687768.398,394444.818,42.556,25.061,1.684,0.015,0.034,0.512,1.048,1.166,1.346,,9,7,7,3,0,0
119,,2019-05-24,09:22:03,FIXED,0,4095,6687768.397,394444.820,42.548,25.052,1.684,0.016,0.034,0.512,1.048,1.166,1.346,,9,7,7,4,0,0
120,,2019-05-24,09:22:04,FIXED,0,4095,6687768.396,394444.819,42.543,25.048,1.684,0.016,0.034,0.512,1.048,1.166,1.346,,9,7,7,3,0,0
121,,2019-05-24,09:22:05,FIXED,0,4095,6687768.397,394444.818,42.542,25.047,1.684,0.016,0.034,0.512,1.048,1.166,1.346,,9,7,7,3,0,0
122,,2019-05-24,09:22:06,FIXED,0,4095,6687768.399,394444.819,42.552,25.056,1.684,0.016,0.034,0.512,1.048,1.166,1.346,,9,7,7,3,0,0
123,,2019-05-24,09:22:07,FIXED,0,4095,6687768.396,394444.818,42.551,25.056,1.684,0.016,0.035,0.512,1.048,1.166,1.346,,9,8,7,3,0,0
124,,2019-05-24,09:22:08,FIXED,0,4095,6687768.394,394444.817,42.551,25.055,1.684,0.016,0.035,0.512,1.048,1.166,1.346,,9,8,7,3,0,0
125,,2019-05-24,09:22:09,FIXED,0,4095,6687768.399,394444.815,42.560,25.064,1.684,0.016,0.035,0.512,1.048,1.166,1.346,,9,8,7,3,0,0
126,,2019-05-24,09:22:10,FIXED,0,4095,6687768.397,394444.817,42.554,25.058,1.684,0.016,0.035,0.512,1.048,1.166,1.346,,9,7,7,4,0,0
127,,2019-05-24,09:22:11,FIXED,0,4095,6687768.399,394444.816,42.549,25.054,1.684,0.016,0.034,0.512,1.048,1.166,1.346,,9,7,7,3,0,0
128,,2019-05-24,09:22:12,FIXED,0,4095,6687768.401,394444.818,42.555,25.059,1.684,0.016,0.034,0.512,1.047,1.166,1.346,,9,7,7,3,0,0
129,,2019-05-24,09:22:13,FIXED,0,4095,6687768.394,394444.819,42.535,25.040,1.684,0.018,0.039,0.504,1.043,1.158,1.338,,9,7,7,4,0,0
130,,2019-05-24,09:22:14,FIXED,0,4095,6687768.396,394444.817,42.547,25.052,1.684,0.017,0.039,0.504,1.043,1.158,1.338,,9,7,7,4,0,0
131,,2019-05-24,09:22:15,FIXED,0,4095,6687768.393,394444.817,42.548,25.053,1.684,0.018,0.039,0.504,1.043,1.158,1.338,,9,7,7,4,0,0
132,,2019-05-24,09:22:16,FIXED,0,4095,6687768.396,394444.817,42.538,25.043,1.684,0.018,0.039,0.504,1.042,1.158,1.338,,9,7,7,3,0,0
133,,2019-05-24,09:22:17,FIXED,0,4095,6687768.401,394444.817,42.555,25.060,1.684,0.016,0.035,0.512,1.047,1.166,1.346,,9,7,7,3,0,0
134,,2019-05-24,09:22:18,FIXED,0,4095,6687768.401,394444.818,42.554,25.059,1.684,0.016,0.035,0.512,1.047,1.166,1.346,,9,7,7,3,0,0
135,,2019-05-24,09:22:19,FIXED,0,4095,6687768.403,394444.815,42.553,25.058,1.684,0.016,0.035,0.512,1.047,1.165,1.346,,9,7,7,3,0,0
136,,2019-05-24,09:22:20,FIXED,0,4095,6687768.402,394444.816,42.550,25.054,1.684,0.016,0.034,0.511,1.047,1.165,1.346,,9,7,7,3,0,0
137,,2019-05-24,09:22:21,FIXED,0,4095,6687768.403,394444.816,42.552,25.057,1.684,0.016,0.034,0.511,1.047,1.165,1.346,,9,7,7,4,0,0
138,,2019-05-24,09:22:22,FIXED,0,4095,6687768.400,394444.815,42.545,25.050,1.684,0.016,0.034,0.511,1.047,1.165,1.346,,9,7,7,4,0,0
139,,2019-05-24,09:22:23,FIXED,0,4095,6687768.402,394444.818,42.561,25.065,1.684,0.016,0.034,0.511,1.047,1.165,1.346,,9,7,7,4,0,0
140,,2019-05-24,09:22:24,FIXED,0,4095,6687768.402,394444.819,42.557,25.061,1.684,0.016,0.034,0.511,1.047,1.165,1.346,,9,7,7,4,0,0
141,,2019-05-24,09:22:25,FIXED,0,4095,6687768.402,394444.819,42.560,25.065,1.684,0.015,0.034,0.511,1.047,1.165,1.346,,9,7,7,4,0,0
142,,2019-05-24,09:22:26,FIXED,0,4095,6687768.404,394444.818,42.560,25.065,1.684,0.015,0.034,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
143,,2019-05-24,09:22:27,FIXED,0,4095,6687768.402,394444.818,42.563,25.068,1.684,0.015,0.034,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
144,,2019-05-24,09:22:28,FIXED,0,4095,6687768.401,394444.818,42.555,25.060,1.684,0.015,0.034,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
145,,2019-05-24,09:22:29,FIXED,0,4095,6687768.401,394444.819,42.554,25.058,1.684,0.016,0.034,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
146,,2019-05-24,09:22:30,FIXED,0,4095,6687768.402,394444.819,42.557,25.062,1.684,0.016,0.034,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
147,,2019-05-24,09:22:31,FIXED,0,4095,6687768.402,394444.821,42.561,25.066,1.684,0.016,0.034,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
148,,2019-05-24,09:22:32,FIXED,0,4095,6687768.403,394444.819,42.562,25.067,1.684,0.016,0.035,0.511,1.047,1.165,1.345,,9,7,7,3,0,0
149,,2019-05-24,09:22:33,FIXED,0,4095,6687768.404,394444.818,42.556,25.061,1.684,0.016,0.035,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
150,,2019-05-24,09:22:34,FIXED,0,4095,6687768.403,394444.819,42.558,25.063,1.684,0.016,0.035,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
151,,2019-05-24,09:22:35,FIXED,0,4095,6687768.401,394444.817,42.554,25.059,1.684,0.016,0.036,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
152,,2019-05-24,09:22:36,FIXED,0,4095,6687768.403,394444.816,42.552,25.056,1.684,0.017,0.036,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
153,,2019-05-24,09:22:37,FIXED,0,4095,6687768.399,394444.818,42.559,25.064,1.684,0.017,0.036,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
154,,2019-05-24,09:22:38,FIXED,0,4095,6687768.403,394444.819,42.557,25.062,1.684,0.017,0.036,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
155,,2019-05-24,09:22:39,FIXED,0,4095,6687768.401,394444.819,42.557,25.062,1.684,0.017,0.037,0.511,1.047,1.165,1.345,,9,7,7,4,0,0
156,,2019-05-24,09:22:40,FIXED,0,4095,6687768.404,394444.820,42.552,25.057,1.684,0.017,0.037,0.511,1.046,1.165,1.345,,9,7,7,4,0,0
157,,2019-05-24,09:22:41,FIXED,0,4095,6687768.402,394444.820,42.555,25.060,1.684,0.017,0.037,0.511,1.046,1.165,1.345,,9,7,7,4,0,0
158,,2019-05-24,09:22:42,FIXED,0,4095,6687768.402,394444.818,42.555,25.059,1.684,0.017,0.037,0.511,1.046,1.165,1.345,,9,7,7,4,0,0
159,,2019-05-24,09:22:43,FIXED,0,4095,6687768.402,394444.821,42.556,25.060,1.684,0.017,0.038,0.511,1.046,1.165,1.345,,9,7,7,4,0,0
